UserID,Genre,MovieInfo_RS,MovieInfo_LLM,Ratings_RS,Ratings_LLM,Rankings_RS,Rankings_LLM,RMSE_Ratings,MAE_Ratings,OverlapPercentage_Rankings,MAD_Ratings,RMSD_Ratings
121,['Adventure'],"[{'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 1, 'Rating': '4.25'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 2, 'Rating': '4.22'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 3, 'Rating': '4.22'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 4, 'Rating': '4.19'}, {'Movie': 'Stand by Me (1986)', 'Rank': 5, 'Rating': '4.15'}, {'Movie': 'Gladiator (2000)', 'Rank': 6, 'Rating': '4.13'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 7, 'Rating': '4.06'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 8, 'Rating': '4.04'}, {'Movie': 'North by Northwest (1959)', 'Rank': 9, 'Rating': '4.04'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 10, 'Rating': '4.02'}]","[{'Movie': 'The Good, the Bad and the Ugly (1966)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Gladiator (2000)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'Stand by Me (1986)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '10', 'Rating': '2.8'}]",[4.13 4.25 4.06 4.02 4.22 4.04 4.22 4.04 4.15 4.19],[4.  2.8 4.2 3.7 3.5 4.3 3.8 3.  4.5 3.3],[ 6  1  7 10  2  9  3  8  5  4],[ 4 10  3  6  7  2  5  9  1  8],0.707106781,0.572,0,0.572,0.707106781
122,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '5.00'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 2, 'Rating': '5.00'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 3, 'Rating': '5.00'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 4, 'Rating': '4.96'}, {'Movie': 'North by Northwest (1959)', 'Rank': 5, 'Rating': '4.93'}, {'Movie': 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Rank': 6, 'Rating': '4.92'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': 7, 'Rating': '4.91'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': 8, 'Rating': '4.90'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1 (2010)', 'Rank': 9, 'Rating': '4.90'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 10, 'Rating': '4.90'}]","[{'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi)', 'Rank': '10', 'Rating': '4.5'}, {'Movie': 'Lord of the Rings: The Fellowship of the Ring, The', 'Rank': '6', 'Rating': '4.5'}, {'Movie': 'Lord of the Rings: The Return of the King, The', 'Rank': '7', 'Rating': '4.5'}, {'Movie': 'Seven Samurai (Shichinin no samurai)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Toy Story 3', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'North by Northwest', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Lawrence of Arabia', 'Rank': '1', 'Rating': '3.5'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Rank': '4', 'Rating': '3.0'}, {'Movie': 'Bridge on the River Kwai, The', 'Rank': '2', 'Rating': '3.0'}]",[5.   4.96 4.9  5.   4.92 4.91 4.93 5.   4.9  4.9 ],[3.  3.  4.  3.5 4.5 4.5 4.  4.5 4.5 4. ],[ 2  4  9  1  6  7  5  3 10  8],[ 2  4  9  1  6  7  5  3 10  8],1.154599498,0.992,100,0.992,1.154599498
123,['Adventure'],"[{'Movie': 'Akira (1988)', 'Rank': 1, 'Rating': '4.36'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 2, 'Rating': '4.35'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 3, 'Rating': '4.24'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 4, 'Rating': '4.21'}, {'Movie': 'Up (2009)', 'Rank': 5, 'Rating': '4.19'}, {'Movie': 'North by Northwest (1959)', 'Rank': 6, 'Rating': '4.18'}, {'Movie': 'Stand by Me (1986)', 'Rank': 7, 'Rating': '4.17'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 8, 'Rating': '4.17'}, {'Movie': 'Captain Phillips (2013)', 'Rank': 9, 'Rating': '4.16'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 10, 'Rating': '4.16'}]","[{'Movie': 'Seven Samurai (Shichinin no samurai)', 'Rank': '8', 'Rating': '4.8'}, {'Movie': 'Spirited Away', 'Rank': '3', 'Rating': '4.7'}, {'Movie': 'Up', 'Rank': '5', 'Rating': '4.6'}, {'Movie': 'Akira (1988)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Stand by Me (1986)', 'Rank': '7', 'Rating': '4.4'}, {'Movie': 'Captain Phillips (2013)', 'Rank': '9', 'Rating': '4.3'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '4', 'Rating': '4.2'}, {'Movie': 'The Great Escape (1963)', 'Rank': '10', 'Rating': '4.1'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '3.5'}, {'Movie': 'The Good, the Bad and the Ugly (1966)', 'Rank': '2', 'Rating': '3.0'}]",[4.36 4.16 4.35 4.16 4.21 4.18 4.17 4.24 4.17 4.19],[4.5 4.3 4.2 3.5 4.8 4.7 4.4 3.  4.1 4.6],[ 1  9  2 10  4  6  8  3  7  5],[ 1  9  4  6  8  3  7  2 10  5],0.536591092,0.415,30,0.415,0.536591092
124,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '4.62'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 2, 'Rating': '4.46'}, {'Movie': 'Captain Phillips (2013)', 'Rank': 3, 'Rating': '4.39'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': 4, 'Rating': '4.38'}, {'Movie': 'North by Northwest (1959)', 'Rank': 5, 'Rating': '4.37'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': 6, 'Rating': '4.37'}, {'Movie': 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Rank': 7, 'Rating': '4.37'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 8, 'Rating': '4.34'}, {'Movie': 'Last Samurai, The (2003)', 'Rank': 9, 'Rating': '4.33'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 10, 'Rating': '4.33'}]","[{'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': '1', 'Rating': '4.50'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '2', 'Rating': '4.50'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '3', 'Rating': '4.00'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': '4', 'Rating': '4.50'}, {'Movie': 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Rank': '5', 'Rating': '4.50'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '3.00'}, {'Movie': 'Captain Phillips (2013)', 'Rank': '7', 'Rating': '3.00'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '8', 'Rating': '3.00'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '9', 'Rating': '2.50'}, {'Movie': 'Last Samurai, The (2003)', 'Rank': '10', 'Rating': '2.50'}]",[4.39 4.34 4.38 4.33 4.62 4.37 4.46 4.37 4.37 4.33],[3.  3.  4.5 2.5 2.5 4.5 4.  3.  4.5 4.5],[ 3  8  4  9  1  7  2  5  6 10],[ 7  8  1 10  9  5  3  6  4  2],1.172032423,0.906,10,0.906,1.172032423
125,['Adventure'],"[{'Movie': 'Toy Story 3 (2010)', 'Rank': 1, 'Rating': '4.23'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 2, 'Rating': '4.17'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 3, 'Rating': '4.16'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': 4, 'Rating': '4.16'}, {'Movie': 'North by Northwest (1959)', 'Rank': 5, 'Rating': '4.15'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 6, 'Rating': '4.15'}, {'Movie': 'Aliens (1986)', 'Rank': 7, 'Rating': '4.12'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': 8, 'Rating': '4.11'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 9, 'Rating': '4.11'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 10, 'Rating': '4.10'}]","[{'Movie': 'Toy Story 3 (2010)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': '2', 'Rating': '4.2'}, {'Movie': 'Aliens (1986)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '6', 'Rating': '3.8'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '3.7'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '9', 'Rating': '3.2'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '10', 'Rating': '3.0'}]",[4.12 4.11 4.1  4.15 4.16 4.16 4.15 4.17 4.11 4.23],[4.  3.2 3.8 3.5 3.8 3.  3.7 4.  4.2 4.5],[ 7  9 10  6  4  3  5  2  8  1],[ 3  9  6  8  5 10  7  4  2  1],0.560588976,0.448,20,0.448,0.560588976
126,['Adventure'],"[{'Movie': 'North by Northwest (1959)', 'Rank': 1, 'Rating': '4.28'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': 2, 'Rating': '4.21'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 3, 'Rating': '4.20'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 4, 'Rating': '4.17'}, {'Movie': 'Laputa: Castle in the Sky (Tenk� no shiro Rapyuta) (1986)', 'Rank': 5, 'Rating': '4.15'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 6, 'Rating': '4.13'}, {'Movie': 'Children of Men (2006)', 'Rank': 7, 'Rating': '4.13'}, {'Movie': 'Akira (1988)', 'Rank': 8, 'Rating': '4.12'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 9, 'Rating': '4.11'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 10, 'Rating': '4.09'}]","[{'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Laputa: Castle in the Sky (Tenk� no shiro Rapyuta) (1986)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Akira (1988)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Children of Men (2006)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '10', 'Rating': '3.0'}]",[4.12 4.13 4.13 4.09 4.21 4.15 4.17 4.28 4.11 4.2 ],[4.  3.5 3.  4.  4.  4.  4.  4.5 4.5 3.5],[ 8  7  6 10  2  5  4  1  9  3],[ 6  8 10  7  4  5  3  2  1  9],0.498226856,0.381,10,0.381,0.498226856
127,['Adventure'],"[{'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 1, 'Rating': '4.23'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 2, 'Rating': '4.13'}, {'Movie': 'Harry Potter and the Prisoner of Azkaban (2004)', 'Rank': 3, 'Rating': '4.11'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': 4, 'Rating': '4.08'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 5, 'Rating': '4.07'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 6, 'Rating': '4.07'}, {'Movie': 'Spider-Man 2 (2004)', 'Rank': 7, 'Rating': '4.04'}, {'Movie': 'North by Northwest (1959)', 'Rank': 8, 'Rating': '4.03'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 9, 'Rating': '4.03'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 10, 'Rating': '4.01'}]","[{'Movie': 'Seven Samurai (Shichinin no samurai)', 'Rank': '2', 'Rating': '4.7'}, {'Movie': 'Princess Mononoke (Mononoke-hime)', 'Rank': '4', 'Rating': '4.6'}, {'Movie': 'Bridge on the River Kwai, The', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Lawrence of Arabia', 'Rank': '5', 'Rating': '4.4'}, {'Movie': 'Princess Bride, The', 'Rank': '6', 'Rating': '4.3'}, {'Movie': 'Harry Potter and the Prisoner of Azkaban', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'North by Northwest', 'Rank': '8', 'Rating': '4.1'}, {'Movie': 'Star Wars: Episode IV - A New Hope', 'Rank': '10', 'Rating': '4.0'}, {'Movie': 'Spider-Man 2', 'Rank': '7', 'Rating': '3.8'}, {'Movie': 'Monty Python and the Holy Grail', 'Rank': '9', 'Rating': '3.5'}]",[4.23 4.11 4.07 4.03 4.03 4.07 4.08 4.13 4.04 4.01],[4.5 4.2 4.4 3.5 4.1 4.3 4.6 4.7 3.8 4. ],[ 1  3  5  9  8  6  4  2  7 10],[ 1  3  5  9  8  6  4  2  7 10],0.343744091,0.286,100,0.286,0.343744091
128,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '4.53'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 2, 'Rating': '4.51'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': 3, 'Rating': '4.51'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 4, 'Rating': '4.47'}, {'Movie': 'Shrek (2001)', 'Rank': 5, 'Rating': '4.44'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': 6, 'Rating': '4.44'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 7, 'Rating': '4.41'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 8, 'Rating': '4.40'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': 9, 'Rating': '4.38'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': 10, 'Rating': '4.35'}]","[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Shrek (2001)', 'Rank': '10', 'Rating': '3.0'}]",[4.47 4.53 4.51 4.35 4.38 4.41 4.44 4.4  4.44 4.51],[4.  4.5 3.5 4.5 4.  4.  3.  4.  4.5 3. ],[ 4  1  3 10  9  7  5  8  6  2],[ 4  1  8  3  5  7 10  6  2  9],0.780653572,0.586,30,0.586,0.780653572
129,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '4.82'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 2, 'Rating': '4.80'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 3, 'Rating': '4.69'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': 4, 'Rating': '4.67'}, {'Movie': 'Akira (1988)', 'Rank': 5, 'Rating': '4.61'}, {'Movie': 'Stand by Me (1986)', 'Rank': 6, 'Rating': '4.59'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 7, 'Rating': '4.58'}, {'Movie': 'Big Trouble in Little China (1986)', 'Rank': 8, 'Rating': '4.58'}, {'Movie': 'North by Northwest (1959)', 'Rank': 9, 'Rating': '4.57'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': 10, 'Rating': '4.57'}]","[{'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Stand by Me (1986)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Big Trouble in Little China (1986)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '5', 'Rating': '3.5'}, {'Movie': 'The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '6', 'Rating': '3.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '8', 'Rating': '3.0'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Akira (1988)', 'Rank': '10', 'Rating': '3.0'}]",[4.61 4.58 4.8  4.69 4.57 4.82 4.57 4.67 4.58 4.59],[3.  4.  3.  4.5 3.5 3.5 3.  4.5 4.  3.5],[ 5  8  2  3 10  1  9  4  7  6],[10  4  8  2  5  7  9  1  3  6],1.144997817,0.998,20,0.998,1.144997817
130,['Adventure'],"[{'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 1, 'Rating': '4.44'}, {'Movie': 'North by Northwest (1959)', 'Rank': 2, 'Rating': '4.38'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 3, 'Rating': '4.38'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 4, 'Rating': '4.33'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 5, 'Rating': '4.32'}, {'Movie': 'Grand Day Out with Wallace and Gromit, A (1989)', 'Rank': 6, 'Rating': '4.27'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 7, 'Rating': '4.26'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 8, 'Rating': '4.24'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 9, 'Rating': '4.22'}, {'Movie': 'Stand by Me (1986)', 'Rank': 10, 'Rating': '4.20'}]","[{'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '6', 'Rating': '4.2'}, {'Movie': 'Grand Day Out with Wallace and Gromit, A (1989)', 'Rank': '7', 'Rating': '4.1'}, {'Movie': 'North by Northwest (1959)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Stand by Me (1986)', 'Rank': '10', 'Rating': '4.0'}]",[4.22 4.27 4.26 4.33 4.32 4.38 4.38 4.24 4.2  4.44],[4.3 4.1 4.2 4.3 4.  4.  4.2 4.4 4.  4.5],[ 9  6  7  4  5  2  3  8 10  1],[ 3  7  6  4  9  8  5  2 10  1],0.197027917,0.164,30,0.164,0.197027917
131,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '3.95'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 2, 'Rating': '3.92'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': 3, 'Rating': '3.92'}, {'Movie': 'Captain Phillips (2013)', 'Rank': 4, 'Rating': '3.82'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 5, 'Rating': '3.81'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': 6, 'Rating': '3.79'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 7, 'Rating': '3.76'}, {'Movie': 'Never Cry Wolf (1983)', 'Rank': 8, 'Rating': '3.76'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 9, 'Rating': '3.75'}, {'Movie': 'Untitled Spider-Man Reboot (2017)', 'Rank': 10, 'Rating': '3.73'}]","[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Captain Phillips (2013)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Indiana Jones and the Last Crusade (1989)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Untitled Spider-Man Reboot (2017)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Never Cry Wolf (1983)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': '10', 'Rating': '3.0'}]",[3.82 3.75 3.92 3.79 3.95 3.92 3.76 3.76 3.81 3.73],[4.  4.  4.  4.  4.5 3.  3.5 4.5 4.5 4. ],[ 4  9  2  6  1  3  8  7  5 10],[ 5  7  4  6  1 10  9  3  2  8],0.495832633,0.415,20,0.415,0.495832633
132,['Adventure'],"[{'Movie': 'Great Escape, The (1963)', 'Rank': 1, 'Rating': '3.52'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 2, 'Rating': '3.46'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 3, 'Rating': '3.46'}, {'Movie': 'North by Northwest (1959)', 'Rank': 4, 'Rating': '3.42'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 5, 'Rating': '3.40'}, {'Movie': 'Untitled Spider-Man Reboot (2017)', 'Rank': 6, 'Rating': '3.39'}, {'Movie': 'Captain Phillips (2013)', 'Rank': 7, 'Rating': '3.37'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 8, 'Rating': '3.37'}, {'Movie': 'The Lego Movie (2014)', 'Rank': 9, 'Rating': '3.37'}, {'Movie': 'Guardians of the Galaxy (2014)', 'Rank': 10, 'Rating': '3.34'}]","[{'Movie': 'Great Escape, The (1963)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Untitled Spider-Man Reboot (2017)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '4', 'Rating': '4.2'}, {'Movie': 'Guardians of the Galaxy (2014)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'The Lego Movie (2014)', 'Rank': '6', 'Rating': '4.1'}, {'Movie': 'Captain Phillips (2013)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'North by Northwest (1959)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '10', 'Rating': '3.0'}]",[3.37 3.37 3.4  3.52 3.34 3.46 3.46 3.42 3.37 3.39],[4.4 4.  3.  4.5 4.2 4.  4.2 3.5 4.1 4.3],[ 8  7  5  1 10  2  3  4  9  6],[ 2  7 10  1  5  8  4  9  6  3],0.743263076,0.69,20,0.69,0.743263076
